Submission Date,Architect,Architect URL,Email,Address,Project Name,Project Location (Europe or UK),List Materials,Photographer,Photographer URL,Construction Type (select all that apply),Year of Project Completion,Image Rights,Project Built Area,"Professional Scope (your role in this project, select all that apply)",Project Typology (select all that apply),Short Project Description
"Jul 15, 2025",Belwerk Kollektiv,https://www.instagram.com/belwerk.kollektiv/?hl=en,belwerk@posteo.de,"Belvederer Allee 66 Weimar, 99425 Germany",UDO,"Weimar, Germany","Name Material: Off-set Aluminium Panel, Name Supplier: Druckerei Schöpfel GmbH, Select all applicable material categories: Circular
Local, Describe where the material is used: Facade , Estimate what % of the project is built with this material: 5%, URL: https://druckerei-weimar.de/leistungen-druckprodukte/#druckprodukte 
Name Material: Plywood , Name Supplier: ZEG, Select all applicable material categories: Biobased, Describe where the material is used: Strucural Base, Estimate what % of the project is built with this material: 40%, URL: https://www.zeg-holz.de/Platten-Kanten/Sperrholz/ 
Name Material: Soft wood fiber mat, Name Supplier: STEICO, Select all applicable material categories: Biobased, Describe where the material is used: Insulation, Estimate what % of the project is built with this material: 5%, URL: https://www.steico.com/uk/products/insulation/floor/thermal-and-impact-sound-insulation 
Name Material: Construction Prop, Name Supplier: Doka, Select all applicable material categories: Circular
Local, Describe where the material is used: Adjustable Legs  Estimate what % of the project is built with this material: 5%, URL: https://www.doka.com/en/index 
Name Material: Ball Lamp, Name Supplier: Belwerk Kollektiv, Select all applicable material categories: Circular, Describe where the material is used: Interior lightning, saved from the trash, Estimate what % of the project is built with this material: 1%",Belwerk Kollektiv,https://www.instagram.com/belwerk.kollektiv/?hl=en,New Build,2023,"I am the copyright holder of the submitted images. I grant March Materials UG** the right to publish the images on its online platform and social media channels.*
I am not the copyright holder of the submitted images. I confirm that I have obtained permission from the copyright holder(s) to allow March Materials UG** to publish the images on its online platform. I further confirm that the images can be shared on social media channels for content related to the competition until 30 November 2025.*",8,Microarchitecture,Residential,"UDO is versatile standalone micro home suitable for craftsmen’s platform truck. It is constructed around a wooden structure, sustainable insulation and a façade made of reused aluminium. Using the adjustable legs UDO can be placed almost anywhere: on construction sides aswell as in the landscape."
"Jul 15, 2025",Vivas Arquitectos,https://www.vivasarquitectos.com/,xavier@vivasarquitectos.com,"Ramón Turró 100-104, 4º-8ª Barcelona, 08005 Spain",30+8 Social Housing units in Palma de Mallorca,"Palma de Mallorca, Spain","Name Material: Compressed Earth Blocks (CEB) Tapialblock, Name Supplier: Fetdeterra, Select all applicable material categories: Biobased
Biodegradable
Circular
Local, Describe where the material is used: Vertical Structure, Interior and Exterior wall finishing, Estimate what % of the project is built with this material: 70%, URL: https://www.fetdeterra.com/en/producto/tapialblock-sc/ 
Name Material: Glued laminated timber, Name Supplier: Egoin, Select all applicable material categories: Biobased
Biodegradable
Circular, Describe where the material is used: Timber structures (slabs), Windows frames, doors, Estimate what % of the project is built with this material: 20%, URL: https://egoin.com/en/tecnologias/madera-laminada/ ",José Hevia,https://www.josehevia.es/en/,New Build,2025,I am not the copyright holder of the submitted images. I confirm that I have obtained permission from the copyright holder(s) to allow March Materials UG** to publish the images on its online platform. I further confirm that the images can be shared on social media channels for content related to the competition until 30 November 2025.*,2840,Architecture,Residential,"The residential project of 38 dwellings combines sustainability, functionality, and a social character. It uses local materials such as compressed earth blocks and timber, reducing the carbon footprint. The spaces are flexible, well-ventilated, and promote community living and energy efficiency."
"Jul 14, 2025",GROUPWORK,https://groupwork.uk.com/,sam@groupwork.uk.com,"16 Orsman Road London, N1 5QJ United Kingdom",Barretts Grove,"London, United Kingdom","Name Material: Cross-laminated timber, Name Supplier: Egoin, Select all applicable material categories: Biobased
Biodegradable, Describe where the material is used: Wall, floor and roof structure and internal partitions, Estimate what % of the project is built with this material: 90%, URL: https://egoin.com/en/tecnologias/madera-contralaminada-clt/",GROUPWORK,https://groupwork.uk.com/,New Build,2017,"I am the copyright holder of the submitted images. I grant March Materials UG** the right to publish the images on its online platform and social media channels.*
I am not the copyright holder of the submitted images. I confirm that I have obtained permission from the copyright holder(s) to allow March Materials UG** to publish the images on its online platform. I further confirm that the images can be shared on social media channels for content related to the competition until 30 November 2025.*",635,Architecture,Residential,"Barretts Grove by GROUPWORK is a six-flat CLT building with a red brick cladding which serves as a rainscreen and echoes the surrounding buildings. The CLT superstructure is left exposed, obviating the need for other finishes or unnecessary details and reducing the embodied carbon by 20%."
"Jul 14, 2025",Oliver East,https://www.instagram.com/olve_stewart_east/,Oliver.east@live.co.uk,"526 Route de la Frasse Les Contamines-Montjoie, 74170 France",Chalet Dahu - Low-impact hempcrete self-build,"Les Contamines-Montjoie, France","Name Material: Hempcrete - Hemp, Name Supplier: St Astier, Select all applicable material categories: Biobased
Biodegradable
Local, Describe where the material is used: Exterior walls (40 cm thick, cast around a wood stud frame) and interior partition walls, Estimate what % of the project is built with this material: 20%, URL: https://www.saint-astier.co.uk/all-products/
Name Material: Hempcrete - SuperCalco 97 Lime, Name Supplier: Carmeuse, Binder additive (Wolf Jordan), Select all applicable material categories: Biobased
Biodegradable
Local, Describe where the material is used: Exterior walls (40 cm thick, cast around a wood stud frame) and interior partition walls, Estimate what % of the project is built with this material: 5%, URL: https://www.carmeuse.com/eu-en/products/building-materials/supercalco 
Name Material: Hempcrete - Binder additive, Name Supplier: Wolf Jordan, Select all applicable material categories: Biobased
Biodegradable
Local, Describe where the material is used: Exterior walls (40 cm thick, cast around a wood stud frame) and interior partition walls, Estimate what % of the project is built with this material: 5%, URL: https://wolfjordan.be/en/product/lime 
Name Material: Lime, Name Supplier: Carmeuse, Select all applicable material categories: Circular
Local, Describe where the material is used: Lime was used to create a breathable, insulated (with cork granules) floor slab. All of the walls are lime plastered, including hemp lime plasters. Pure lime was used for all plaster finishes, while NHL 3.5 was used for the floor slab and for plastering the exterior footing., Estimate what % of the project is built with this material: 5%, URL: https://www.carmeuse.com/eu-en/products/building-materials/supercalco
Name Material: Lime, Name Supplier: St Astier, Select all applicable material categories: Circular
Local, Describe where the material is used: Lime was used to create a breathable, insulated (with cork granules) floor slab. All of the walls are lime plastered, including hemp lime plasters. Pure lime was used for all plaster finishes, while NHL 3.5 was used for the floor slab and for plastering the exterior footing., Estimate what % of the project is built with this material: 5%, URL: https://www.saint-astier.co.uk/all-products/ 
Name Material: Lime, Name Supplier: St Hilaire, Select all applicable material categories: Circular
Local, Describe where the material is used: Lime was used to create a breathable, insulated (with cork granules) floor slab. All of the walls are lime plastered, including hemp lime plasters. Pure lime was used for all plaster finishes, while NHL 3.5 was used for the floor slab and for plastering the exterior footing., Estimate what % of the project is built with this material: 5%, URL: https://www.saint-hilaire-industries.fr/en/products/lime 
Name Material: Wood Fiber Insulation, Name Supplier: Steico, Select all applicable material categories: Biobased 
Biodegradable
Circular
Local, Describe where the material is used: The roof structure is insulated with 280 mm wood fibre insulation, between and above the rafters., Estimate what % of the project is built with this material: 5%, URL: https://www.steico.com/uk/products
Name Material: Timber, Name Supplier: Vouillon Charpente, Select all applicable material categories: Biobased 
Biodegradable
Circular
Local, Describe where the material is used: Solid wood was used for the post and beam structure, the stud frame for structural stability., Estimate what % of the project is built with this material: 20%, URL: https://www.vouillon-charpente.fr/fabricant-structure-bois/#bf 
Name Material: Timber stairs and furniture, Name Supplier: Lalliard, Select all applicable material categories: Biobased 
Biodegradable
Circular
Local, Describe where the material is used: Solid wood was used for the floors, interior furniture and the stairs. The majority of the timber was sourced locally, within a 132 km radius. , Estimate what % of the project is built with this material: 3%, URL: https://www.lalliard.fr/ 
Name Material: Timber, Name Supplier: Scierie Socquet Clerc, Select all applicable material categories: Biobased 
Biodegradable
Circular
Local, Describe where the material is used: Solid wood was used for the exterior balcony and terrace. The majority of the timber was sourced locally, within a 132 km radius., Estimate what % of the project is built with this material: 2%, URL: https://www.guide-forestier.com/socquet-clerc-jean/ 
Name Material: Cork granules, Name Supplier: Materiaux Naturels, Select all applicable material categories: Biobased, Describe where the material is used: Cork granules were used in an insulated lime slab., Estimate what % of the project is built with this material: 5%, URL: https://www.materiaux-naturels.fr/produit/137-liege-expanse-en-granules-amorim 
Name Material: Expanded Glass Insulation Products, Name Supplier: Glapor, Select all applicable material categories: Circular, Describe where the material is used: Expanded glass gravel was used as a breathable, insulating infill above the natural gravel for drainage and below the lime slab. Expanded glass insulation panels were used to insulate a section of the exterior foundation walls, to prevent thermal bridging while providing a moisture break between the hempcrete and the exterior ground level, preventing wicking of water into the hempcrete., Estimate what % of the project is built with this material: 1%, URL: https://www.glapor.de/ ",Chuck East,https://www.instagram.com/chuckeast1/,New Build,2025,I am not the copyright holder of the submitted images. I confirm that I have obtained permission from the copyright holder(s) to allow March Materials UG** to publish the images on its online platform. I further confirm that the images can be shared on social media channels for content related to the competition until 30 November 2025.*,"120,50",Maker / Builder,Residential,"Family self-build project inspired by the local, vernacular architecture. Entirely breathable building envelope. 40 cm thick hempcrete walls. Solar panels. Electric energy for heating. Large openings for passive solar gain on south and west facades. Minimises synthetic materials (< 3% of volume)."
"Jul 14, 2025",Nele Stragier Architecture,https://nelestragier.wordpress.com,ns.a@nelestragier.brussels,"Albertstraat 20 Laken, 1020 Belgium",Joli,"Dendermonde, Belgium","Name Material: Straw bales, Name Supplier: Local farmer, Select all applicable material categories: Biobased
Biodegradable
Circular
Local, Describe where the material is used: Outer walls, Estimate what % of the project is built with this material: 20%
Name Material: Wood, Name Supplier: Horemans, Select all applicable material categories: Biobased
Biodegradable
Circular
Local, Describe where the material is used: Structure for outer walls, roof, floor, facade cladding, Estimate what % of the project is built with this material: 30%, URL: https://www.horemans-hsb.be/houtskeletbouw 
Name Material: cellulose insulation, Name Supplier: /, Select all applicable material categories: Biobased
Biodegradable
Circular, Describe where the material is used: Roof insulation, Estimate what % of the project is built with this material: 10%
Name Material: wood fibreboard, Name Supplier: /, Select all applicable material categories: Biobased
Biodegradable
Circular, Describe where the material is used: Facade, Estimate what % of the project is built with this material: 5%
Name Material: loam plaster, Name Supplier: /, Select all applicable material categories: Biobased
Biodegradable
Local, Describe where the material is used: Facade, Estimate what % of the project is built with this material: 10%",Frederik Vercruysse,https://frederikvercruysse.com/,New Build,2011,I am the copyright holder of the submitted images. I grant March Materials UG** the right to publish the images on its online platform and social media channels.*,125,Architecture,Residential,"The house echoes the former holiday home, with generous windows framing marsh, garden, and sky. In a compact spatial composition, each room connects uniquely to the landscape. Built from prefabricated wood and straw bales finished with clay, it’s a low-energy home made from sustainable materials."
"Jul 12, 2025",HUTCH,https://hutchdesign.co/projects/the-makers-barn/,hello@hutchdesign.co,"65 Neal Street London, WC2H 9PJ United Kingdom",The Makers Barn,United Kingdom,"Name Material: English Elm, Name Supplier: Local Supplier, Select all applicable material categories: Biodegradable
Local, Describe where the material is used: Joinery, Estimate what % of the project is built with this material: 5% 
Name Material: Board-Formed Concrete, Name Supplier: Concrete Supplier, Select all applicable material categories: Local, Describe where the material is used: Fireplace, Estimate what % of the project is built with this material: 5%
Name Material: Larch, Name Supplier: Timber Supplier, Select all applicable material categories: Biodegradable, Describe where the material is used: Roof Cladding, Estimate what % of the project is built with this material: 50%",Helen Cathcart,https://www.helencathcart.com/,"Renovation
Restoration
Conversion / Adaptive Reuse",2023,I am the copyright holder of the submitted images. I grant March Materials UG** the right to publish the images on its online platform and social media channels.*,65m²,"Architecture
Interior Architecture",Residential,"Once an abandoned piggery, now a fine example of elemental architecture, The Makers Barn goes to great lengths to honour its agricultural origins. Borrowing its robust pitched roof from the nearby Tudor cottages and clad with vertical larch planks, against a meadow of tall grasses and wildflowers."
"Jul 10, 2025",MONO Architekten,https://www.monoarchitekten.de/,d.schneider-maas@monoarchitekten.de,"Glogauer Straße 6 Berlin, 10999 Germany",After-School Care Centre Waldorf School am Prenzlauer Berg,"Berlin, Germany","Name Material: Wood: Timber, Larch, Pine, White Fir, Name Supplier: Klöpfer Holzhandel, Select all applicable material categories: Biobased
Biodegradable
Local, Describe where the material is used: Frame construction (timber), façade (larch), floors (pine), stairs (pine), built-in furniture (white fir), windows (pine), Estimate what % of the project is built with this material: 20%, URL: https://www.kloepfer.de/produkte/wertholz-schnittholz-kanteln-unikate/c/100 
Name Material: Straw, Name Supplier: Dietmar Handke, Select all applicable material categories: Biobased
Biodegradable
Local, Describe where the material is used: Insulation for exterior walls, Estimate what % of the project is built with this material: 40%
Name Material: Clay Plaster, Name Supplier: Rapido, Select all applicable material categories: Biobased
Biodegradable
Local, Describe where the material is used: interior walls, exterior walls on the inside, Estimate what % of the project is built with this material: 1%, URL: https://www.rapidolehm.de/produkte/lehmputze/ 
Name Material: Clay panels, prefabricated, Name Supplier: Conluto, Select all applicable material categories: Biobased
Biodegradable
Local, Describe where the material is used: Interior walls, ceiling, Estimate what % of the project is built with this material: 5%, URL: https://www.conluto.de/fertigteile-1/ 
Name Material: Clay fill, Name Supplier: Conluto, Select all applicable material categories: Biobased
Biodegradable
Local, Describe where the material is used: Filling used for the interior walls, Estimate what % of the project is built with this material: 5%, URL: https://www.conluto.de/lehm-flaechenspachtel-farbig/ 
Name Material: Cellulose Insulation, Name Supplier: Isofloc, Select all applicable material categories: Biobased
Biodegradable
Circular, Describe where the material is used: Floor, roof, Estimate what % of the project is built with this material: 20%, URL: https://isofloc.com/our-insulation-products/isofloc-insulating-sleeve-system/ ",Gregor Schmidt,https://gregorschmidt.com/,"New Build
Extension / Addition
Renovation",2017,"I am the copyright holder of the submitted images. I grant March Materials UG** the right to publish the images on its online platform and social media channels.*
I am not the copyright holder of the submitted images. I confirm that I have obtained permission from the copyright holder(s) to allow March Materials UG** to publish the images on its online platform. I further confirm that the images can be shared on social media channels for content related to the competition until 30 November 2025.*",785,"Architecture
Interior Architecture","Institutional / Public
Waldorf School, After-School Care Centre","The existing school was energy-retrofitted and extended with a after-school care centre that contrasts the existing structures. The design is rooted in regional, renewable materials: timber construction with straw insulation and clay plaster. Green roofs and minimal technology complete the concept."
"Jul 9, 2025",Wim Goes Architectuur,https://wimgoesarchitectuur.be/gallery-house/,mail@wimgoesarchitectuur.be,"Tennisbaanstraat 74 Ghent, Oost-Vlaanderen, 9000 Belgium",The Gallery House,"Landegem, Belgium","Name Material: Timber (Oregon wood and Larch), Name Supplier: HOTA, Select all applicable material categories: Biobased
Local, Describe where the material is used: Structure of the building. The construction forms a grid, the grid forms the house., Estimate what % of the project is built with this material: 30%, URL: https://www.hota.coop/ 
Name Material: Hempcrete (compacted by hand), Name Supplier: Woonder, Select all applicable material categories: Biobased, Describe where the material is used: Hempcrete is used to insulate in between the wooden structure and the half-timbering, Estimate what % of the project is built with this material: 15%, URL: https://www.woonder.be/kalkhennep 
Name Material: Natural Calque Plaster and Natural Calque Paint, Name Supplier: /, Select all applicable material categories: Biobased, Describe where the material is used: Interior and exterior wall finishing , Estimate what % of the project is built with this material: 10%
Name Material: Wood Wool Insulation, Name Supplier: STEICO, Select all applicable material categories: Biobased, Describe where the material is used: Roof insulation, Estimate what % of the project is built with this material: 20%,  URL: https://www.steico.com/eur/solutions/product-advantages/steico-insulation-materials 
Name Material: Finishing Boards / Recycled paper insulation, Name Supplier: Fermacell, Select all applicable material categories: Circular, Describe where the material is used: Interior construction (building panels) for ceiling cladding and interior walls, Estimate what % of the project is built with this material: 5%, URL: https://www.fermacell.be/be/producten/cementgebonden/powerpanel-h2o 
Name Material: Bamboo Mats, Name Supplier: /, Select all applicable material categories: Biobased, Describe where the material is used: Permanent formwork for hempcrete, Estimate what % of the project is built with this material: 1%",Eva Faché,https://www.evafache.com/,New Build,2023,I am the copyright holder of the submitted images. I grant March Materials UG** the right to publish the images on its online platform and social media channels.*,"167,20","Architecture
Interior Architecture","Residential
Mixed-use","Shifting from gallery to house, suggested without determining space as footprint and ecological considerations, form the topic the project. Purified details, based on a “countryman’s logic” lead to a self-evident simplicity and readability of the architecture seemingly ‘belonging’ to the landscape."
"Jul 9, 2025",Belwerk Kollektiv,https://www.instagram.com/belwerk.kollektiv/?hl=en,belwerk@posteo.de,"Belvederer Allee 66 Weimar, 99425 Germany",Kiosk zur FÜRstin,"Munich, Germany","Name Material: Off-set Aluminium Panel, Name Supplier: Druckerei Schöpfel GmbH, Select all applicable material categories: Circular
Local, Describe where the material is used: Facade, Estimate what % of the project is built with this material: 5%, URL: https://druckerei-weimar.de/leistungen-druckprodukte/#druckprodukte  
Name Material: Plywood, Name Supplier: ZEG , Select all applicable material categories: Biobased, Describe where the material is used: Strucural Base, Estimate what % of the project is built with this material: 40%, URL: https://www.zeg-holz.de/Platten-Kanten/Sperrholz/  
Name Material: Soft wood fiber mat, Name Supplier: STEICO, Select all applicable material categories: Biobased, Describe where the material is used: Insulation, Estimate what % of the project is built with this material: 5%, URL: https://www.steico.com/uk/products/insulation/floor/thermal-and-impact-sound-insulation  
Name Material: Construction Prop, Name Supplier: Doka, Select all applicable material categories: Circular
Local, Describe where the material is used: Adjustable Legs  Estimate what % of the project is built with this material: 5%, URL: https://www.doka.com/en/index  
Name Material: Ball Lamp, Name Supplier: Belwerk Kollektiv, Select all applicable material categories: Circular, Describe where the material is used: Interior lighting, saved from the trash, Estimate what % of the project is built with this material: 1%",Belwerk Kollektiv,https://www.instagram.com/belwerk.kollektiv/?hl=en,New Build,2024,"I am the copyright holder of the submitted images. I grant March Materials UG** the right to publish the images on its online platform and social media channels.*
I am not the copyright holder of the submitted images. I confirm that I have obtained permission from the copyright holder(s) to allow March Materials UG** to publish the images on its online platform. I further confirm that the images can be shared on social media channels for content related to the competition until 30 November 2025.*",20,"Architecture
Interior Architecture
Realisation","Commercial
Mixed-use
Institutional / Public","Kiosk zur FÜRstin is a collaborative project together with Studio Stadt Region from Munich. The kiosk consists of 90% reused building material that were obtained directly from the surrounding mayor construction site – its offcuts, its demolition waste or the trees that had to make way. We built without using any cement or fresh concrete."
"Jul 8, 2025",Atelier Fanelsa,https://atelier-fanelsa.de/,fanelsa@atelier-fanelsa.de,"Lindenplatz 4 Gerswalde, 17268 Germany",Gemüseeck – Center for Bioregional Architecture,"Gerswalde, Germany","Name Material: Clay brick, Name Supplier: Bauhaus Earth, Select all applicable material categories: Circular
Local, Describe where the material is used: Load-bearing interior walls, Estimate what % of the project is built with this material: 5%, URL: https://www.bauhauserde.org/subpages/products-urban-earth 
Name Material: Hempcrete, Name Supplier: Hanffaser Uckermark, Select all applicable material categories: Biobased
Biodegradable
Circular
Local, Describe where the material is used: Interior Insulation, Estimate what % of the project is built with this material: 5%, URL: https://hanffaser.de/produkte 
Name Material: Regional Wood, Name Supplier: Kiefern Bohm, Select all applicable material categories: Biobased
Biodegradable
Circular
Local, Describe where the material is used: Structural Wood, Walls, Estimate what % of the project is built with this material: 5%, URL: https://www.kiefernbohm.de/ 
Name Material: Cellular Glas, Name Supplier: Glapor, Select all applicable material categories: Circular, Describe where the material is used: Floor insulation, perimeter insulation, Estimate what % of the project is built with this material: 1%, URL: https://www.glapor.de/en/products/cellular-glass-boards 
Name Material: Windows, Name Supplier: Construction Sites, Select all applicable material categories: Circular
Local, Describe where the material is used: Outer Walls, Estimate what % of the project is built with this material: 1%",Atelier Fanelsa,https://atelier-fanelsa.de/,Conversion / Adaptive Reuse,,I am the copyright holder of the submitted images. I grant March Materials UG** the right to publish the images on its online platform and social media channels.*,220,Architecture,Commercial,"The Gemüseeck is a center for bioregional architecture, providing an environment for learning and prototyping regenerative building materials: geo-based, bio-based and re-use. This project frames a new holistic social practice and an economy of commoning for the rural region of Uckermark."
"Jul 8, 2025",Weinmiller Großmann Architekten PartGmbB,https://weinmillergrossmann.de/projekte/,architekten@weinmillergrossmann.de,"Kurfürstendamm 178/179 Berlin, 10707 Germany",Lake House Bad Saarow,"Bad Saarow, Germany","Name Material: Leno Cross-Laminated Timber, Name Supplier: Zueblin-Timber, Select all applicable material categories: Biobased
Biodegradable
Local, Describe where the material is used: supporting Structure: walls, ceilings, roof, Estimate what % of the project is built with this material: 30%, URL: https://www.zueblin-timber.com/en/services-products/timber-building-elements/leno-cross-laminated-timber 
Name Material: Wood panels, Name Supplier: Hess & CO.AG, Select all applicable material categories: Biobased
Biodegradable, Describe where the material is used: Exterior wall cladding, Estimate what % of the project is built with this material: 10%, URL: https://hess.refive.net/products/ 
Name Material: Wooden shingles, Name Supplier: Phoenix Holz- und Dachbau, Select all applicable material categories: Biobased
Biodegradable, Describe where the material is used: Exterior wall and roof cladding, Estimate what % of the project is built with this material: 15%, URL: http://www.phoenixholz.de/Startseite 
Name Material: Wood fiber insulation, Name Supplier: Steico, Select all applicable material categories: Biobased
Biodegradable
Local, Describe where the material is used: Insulation for exterior walls and roofs, Estimate what % of the project is built with this material: 15%, URL: https://www.steico.com/eur/solutions/product-advantages/steico-insulation-materials 
Name Material: Wood planks, Name Supplier: Hinterseer, Select all applicable material categories: Biobased
Biodegradable
Local, Describe where the material is used: Interior floors on the two upper levels, Estimate what % of the project is built with this material: 10%, URL: https://www.hinterseer.com/en/parquett/solid-parquet/solid-planks/ 
Name Material: Natural Stone - Grigio Alpi, Name Supplier: Grassie Pietre, Select all applicable material categories: Circular, Describe where the material is used: Interior flooring all over on the ground level , Estimate what % of the project is built with this material: 10%, URL: https://grassipietre.com/stone-materials/grey-stone-house-exterior-pietra-di-vicenza/ ",Stefan Müller,https://stefanjosefmueller.de/,New Build,2024,I am not the copyright holder of the submitted images. I confirm that I have obtained permission from the copyright holder(s) to allow March Materials UG** to publish the images on its online platform. I further confirm that the images can be shared on social media channels for content related to the competition until 30 November 2025.*,350,Architecture,Residential,"The intent was to create a sustainble and contemporary house for a young familiy with two children. The house is located right at the shore of a lake and is surrounded by a big natural garden. It is primarily constructed from timber, making up the main material of its structure and all over cladding"
"Jul 5, 2025","Building Beyond Borders postgraduate certificate 2023-2024, UHasselt",https://www.uhasselt.be/en/study/programmes-professionals/postgraduate-certificate-building-beyond-borders,korovesi.artemis@gmail.com,"40 Rue de Belveaux, 1st floor Luxembourg, Esch sur Alzette, 4025 Luxembourg",Building Beyond Bricks,"Limburg, Belgium","Name Material: Reclaimed Timber, Name Supplier: Deholi, Select all applicable material categories: Biobased
Biodegradable
Circular
Local, Describe where the material is used: In order to create the pavilion’s A-frame (main structure). They were efficiently assembled from reclaimed oak and pine wood scraps, exhibiting the material circularity aspect of the project. Moisture-resistant oak forms the base of the A-frame, while the rest of the A-Frame were made of reclaimed pine. Thick oak wood parts were also used for flooring in order to ensure its durability. Designed with mechanical and reversible joints, the structure allows for repair, disassembly, and material reuse, further reflecting the dedication to circular construction., Estimate what % of the project is built with this material: 15%, URL: https://deholi-residentieel.be/ 
Name Material: Reclaimed Timber, Name Supplier: BELAT, Select all applicable material categories: Biobased
Biodegradable
Circular
Local, Describe where the material is used: In order to create the pavilion’s A-frame (main structure). They were efficiently assembled from reclaimed oak and pine wood scraps, exhibiting the material circularity aspect of the project. Moisture-resistant oak forms the base of the A-frame, while the rest of the A-Frame were made of reclaimed pine. Thick oak wood parts were also used for flooring in order to ensure its durability. Designed with mechanical and reversible joints, the structure allows for repair, disassembly, and material reuse, further reflecting the dedication to circular construction., Estimate what % of the project is built with this material: 15%, URL: https://www.belat.be/ 
Name Material: Local Chestnut, Name Supplier: Natuurinvest, known for promoting sustainable forest management and responsible resource use in Flanders., Select all applicable material categories: Biobased
Biodegradable
Local, Describe where the material is used: Sourced directly from a local forest, the chestnut was used for the hand-split and manually crafted shakes on the pavilion roof. It was sourced and harvested from Meerdal forest, located less than 80 km from the construction site., Estimate what % of the project is built with this material: 20%, URL: https://natuurinvest.be/ 
Name Material: Compressed Earth Blocks (CEB), Name Supplier: BC Materials, Select all applicable material categories: Circular
Local, Describe where the material is used: In order to create a robust bench, the plinth made from reclaimed pavement stones was extended by the stem wall made of exposed CEBs, framed with oak leftovers, creating seats and backrests, which are covered by the leftover oak parts to form a continuous seat. The CEB bench not only provides seating but also acts as a crucial structural member. Its weight helps anchor the pavilion, working alongside the screw foundations to prevent it from being lifted by strong winds., Estimate what % of the project is built with this material: 10%, URL: https://bcmaterials.org/products/earth-block-masonry 
Name Material: Moulded Earth Blocks (MEB), Name Supplier: BC Materials, Select all applicable material categories: Biobased
Biodegradable
Circular
Local, Describe where the material is used: MEBs (adhered with earth mortar) were used to form the ring wall of the base of the cob oven and to encase its chimney with tapered masonry, creating an insulated shell.The 4-meter-high structure stands on a plinth of reclaimed paving stones and a reinforced concrete ring beam foundation with a stabilized base. The MEB structure was plastered with earth and lime plaster, demonstrating a circular construction approach: MEBs and earth mortar can be reused to make new MEBs, cob and plaster can be recycled, and lime plaster repurposed as sand. The masonry, including the cob dome, was built by local community members of all ages, reflecting the project’s participatory spirit., Estimate what % of the project is built with this material: 20%, URL: https://bcmaterials.org/products-leem/earth-block-masonry/moulded-block-brown 
Name Material: Earth Mortar, Name Supplier: BC Materials, Select all applicable material categories: Biobased
Biodegradable
Circular
Local, Describe where the material is used: Both the MEB masonry encasing the earth oven and the CEB bench in the pavilion use earth mortar. The oven’s cob dome was also built from a mix of earth mortar, clay plaster, and straw. Earth mortar provides strong stability and adhesion, as well as ease of dismantling when necessary by applying a certain amount of water or pressure, allowing components like CEBs to be recovered and mixing with MEBs to return to the base material., Estimate what % of the project is built with this material: 5%, URL: https://bcmaterials.org/products-leem/earth-block-masonry/earth-mortar ",Olmo Peeters,https://olmopeeters.be/work,New Build,2024,I am not the copyright holder of the submitted images. I confirm that I have obtained permission from the copyright holder(s) to allow March Materials UG** to publish the images on its online platform. I further confirm that the images can be shared on social media channels for content related to the competition until 30 November 2025.*,26,"Architecture
Construction",Recreational,"Created by Building Beyond Borders students of Hasselt University with local support, the project features a pavilion and earth oven in an abandoned vicarage’s garden in Belgium. Built with bio-based, geo-based, and reclaimed materials, the project showcases inclusive, sustainable architecture."
"Jul 3, 2025",Buero Kofink Schels,https://www.kofinkschels.de/#a-house-without-any-cement,buero@kofinkschels.de,"Frundsbergstraße 34 München, 80634 Germany",House without any cement,"Munich, Germany","Name Material: Hempcrete, Name Supplier: Hanf und Kalk, Reinhold Straub, Select all applicable material categories: Biobased
Biodegradable, Describe where the material is used: Exterior walls and roof, Estimate what % of the project is built with this material: 30%, URL: https://www.hanfundkalk.de/ 
Name Material: Untreated solid timber, Name Supplier: Zimmerei Thisalo Winfried Straub, Select all applicable material categories: Biobased
Biodegradable
Local, Describe where the material is used: Walls and roof structure + floor and interior gladding, Estimate what % of the project is built with this material: 20%, URL: https://www.thisalo.de/ 
Name Material: Solid granite, Name Supplier: Local stonemason, Select all applicable material categories: Biodegradable
Local, Describe where the material is used: Foundations, Estimate what % of the project is built with this material: 10%, URL:",Simon Jüttner,https://kofinkschels.de/,New Build,2025,I am the copyright holder of the submitted images. I grant March Materials UG** the right to publish the images on its online platform and social media channels.*,"112,50",Architecture,Residential,"A very small house, built without cement or adhesives. Foundations are solid granite blocks. Prefabricated timber walls filled with hempcrete, which insulates and wraps the building, plastered with lime. This ""neo-timber-frame"" method minimizes thermal bridges and uses natural, sustainable materials"
